eventId,timeInPeriod,timeRemaining,typeCode,typeDescKey,sortOrder,game_id,situationCode,homeTeamDefendingSide,pptReplayUrl,period_number,period_periodType,period_maxRegulationPeriods,period_otPeriods,detail_eventOwnerTeamId,detail_losingPlayerId,detail_winningPlayerId,detail_xCoord,detail_yCoord,detail_reason,detail_playerId,detail_shotType,detail_shootingPlayerId,detail_goalieInNetId,detail_awaySOG,detail_homeSOG,detail_hittingPlayerId,detail_hitteePlayerId,detail_blockingPlayerId,detail_scoringPlayerId,detail_scoringPlayerTotal,detail_assist1PlayerId,detail_assist1PlayerTotal,detail_assist2PlayerId,detail_assist2PlayerTotal,detail_awayScore,detail_homeScore,detail_secondaryReason,detail_typeCode,detail_descKey,detail_duration,detail_committedByPlayerId,detail_drawnByPlayerId,detail_servedByPlayerId,detail_zoneCode,detail_discreteClip,detail_highlightClipSharingUrl,detail_highlightClip,detail_highlightClipSharingUrlFr,detail_highlightClipFr,detail_discreteClipFr
275,04:53,00:00,503,hit,286,2010010003,,,,2,REG,3,,11.0,,,-34.0,-37.0,,,,,,,,8473459.0,9000002.0,,,,,,,,,,,,,,,,,,,,,,,
276,05:20,00:00,503,hit,289,2010010003,,,,2,REG,3,,11.0,,,-76.0,32.0,,,,,,,,8470618.0,8466300.0,,,,,,,,,,,,,,,,,,,,,,,
235,05:24,00:00,508,blocked-shot,291,2010010003,,,,2,REG,3,,11.0,,,-50.0,-3.0,,,,8473459.0,,,,,,8473459.0,,,,,,,,,,,,,,,,,,,,,,
236,05:37,00:00,506,shot-on-goal,292,2010010003,,,,2,REG,3,,11.0,,,-34.0,-15.0,,,slap,8473459.0,8464999.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,
237,05:53,00:00,508,blocked-shot,295,2010010003,,,,2,REG,3,,29.0,,,68.0,10.0,,,,8474807.0,,,,,,8474807.0,,,,,,,,,,,,,,,,,,,,,,
238,06:15,00:00,508,blocked-shot,298,2010010003,,,,2,REG,3,,11.0,,,-40.0,-10.0,,,,8471848.0,,,,,,8471848.0,,,,,,,,,,,,,,,,,,,,,,
277,06:27,00:00,503,hit,299,2010010003,,,,2,REG,3,,29.0,,,96.0,17.0,,,,,,,,8471663.0,8471848.0,,,,,,,,,,,,,,,,,,,,,,,
278,07:22,00:00,509,penalty,306,2010010003,,,,2,REG,3,,11.0,,,81.0,-15.0,,,,,,,,,,,,,,,,,,,,MIN,interference,2.0,8468493.0,8473432.0,,,,,,,,
239,07:22,00:00,516,stoppage,308,2010010003,,,,2,REG,3,,,,,,,tv-timeout,,,,,,,,,,,,,,,,,,tv-timeout,,,,,,,,,,,,,
240,07:22,00:00,502,faceoff,311,2010010003,,,,2,REG,3,,29.0,8474146.0,8471483.0,69.0,-22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,07:46,00:00,516,stoppage,312,2010010003,,,,2,REG,3,,,,,,,offside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,07:46,00:00,502,faceoff,314,2010010003,,,,2,REG,3,,29.0,8475788.0,8471483.0,20.0,-23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,08:00,00:00,503,hit,315,2010010003,,,,2,REG,3,,29.0,,,-11.0,-12.0,,,,,,,,8470317.0,8475169.0,,,,,,,,,,,,,,,,,,,,,,,
242,08:03,00:00,506,shot-on-goal,316,2010010003,,,,2,REG,3,,11.0,,,-84.0,-20.0,,,wrist,8475788.0,8464999.0,11.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
282,08:07,00:00,516,stoppage,317,2010010003,,,,2,REG,3,,,,,,,goalie-stopped-after-sog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,08:07,00:00,502,faceoff,320,2010010003,,,,2,REG,3,,29.0,8475788.0,8468001.0,-69.0,-25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,08:23,00:00,507,missed-shot,321,2010010003,,,,2,REG,3,,11.0,,,-52.0,-1.0,over-net,,,8475788.0,8470263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,08:36,00:00,506,shot-on-goal,323,2010010003,,,,2,REG,3,,29.0,,,67.0,-11.0,,,wrist,8474685.0,8471715.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
283,08:37,00:00,516,stoppage,324,2010010003,,,,2,REG,3,,,,,,,goalie-stopped-after-sog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,08:37,00:00,502,faceoff,326,2010010003,,,,2,REG,3,,29.0,8473412.0,8468001.0,69.0,-22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,08:44,00:00,506,shot-on-goal,327,2010010003,,,,2,REG,3,,29.0,,,75.0,1.0,,,tip-in,8473432.0,8471715.0,13.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
284,08:52,00:00,525,takeaway,328,2010010003,,,,2,REG,3,,11.0,,,53.0,-36.0,,8473412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,08:56,00:00,508,blocked-shot,329,2010010003,,,,2,REG,3,,11.0,,,-58.0,-16.0,,,,8471818.0,,,,,,8471818.0,,,,,,,,,,,,,,,,,,,,,,
285,08:59,00:00,509,penalty,331,2010010003,,,,2,REG,3,,29.0,,,15.0,-32.0,,,,,,,,,,,,,,,,,,,,MIN,holding-the-stick,2.0,8468001.0,8473412.0,,,,,,,,
249,08:59,00:00,502,faceoff,334,2010010003,,,,2,REG,3,,29.0,8470321.0,8471483.0,-68.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,09:25,00:00,516,stoppage,336,2010010003,,,,2,REG,3,,,,,,,puck-in-netting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,09:25,00:00,502,faceoff,339,2010010003,,,,2,REG,3,,29.0,8473412.0,8466300.0,-68.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,10:08,00:00,508,blocked-shot,342,2010010003,,,,2,REG,3,,11.0,,,-50.0,-3.0,,,,8468493.0,,,,,,8468493.0,,,,,,,,,,,,,,,,,,,,,,
402,11:01,00:00,508,blocked-shot,349,2010010003,,,,2,REG,3,,11.0,,,-59.0,-5.0,,,,8475169.0,,,,,,8475169.0,,,,,,,,,,,,,,,,,,,,,,
403,11:25,00:00,508,blocked-shot,355,2010010003,,,,2,REG,3,,11.0,,,-69.0,-6.0,,,,8473417.0,,,,,,8473417.0,,,,,,,,,,,,,,,,,,,,,,
288,12:21,00:00,516,stoppage,362,2010010003,,,,2,REG,3,,,,,,,puck-in-crowd,,,,,,,,,,,,,,,,,,tv-timeout,,,,,,,,,,,,,
404,12:21,00:00,502,faceoff,365,2010010003,,,,2,REG,3,,29.0,8473412.0,8468001.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,12:37,00:00,506,shot-on-goal,366,2010010003,,,,2,REG,3,,29.0,,,87.0,-5.0,,,wrap-around,8473432.0,8471715.0,14.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
406,12:43,00:00,506,shot-on-goal,367,2010010003,,,,2,REG,3,,29.0,,,78.0,-4.0,,,tip-in,8468001.0,8471715.0,15.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
289,12:59,00:00,509,penalty,369,2010010003,,,,2,REG,3,,11.0,,,54.0,31.0,,,,,,,,,,,,,,,,,,,,MIN,cross-checking,2.0,8471818.0,8474685.0,,,,,,,,
407,12:59,00:00,502,faceoff,372,2010010003,,,,2,REG,3,,29.0,8470321.0,8471483.0,70.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,13:12,00:00,508,blocked-shot,373,2010010003,,,,2,REG,3,,29.0,,,48.0,-11.0,,,,8474207.0,,,,,,8474207.0,,,,,,,,,,,,,,,,,,,,,,
291,13:14,00:00,509,penalty,374,2010010003,,,,2,REG,3,,29.0,,,30.0,-4.0,,,,,,,,,,,,,,,,,,,,MIN,broken-stick,2.0,8474207.0,,,,,,,,,
409,13:14,00:00,502,faceoff,378,2010010003,,,,2,REG,3,,29.0,8475788.0,8471483.0,-68.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,13:26,00:00,508,blocked-shot,379,2010010003,,,,2,REG,3,,29.0,,,66.0,-18.0,,,,8467915.0,,,,,,8467915.0,,,,,,,,,,,,,,,,,,,,,,
293,13:35,00:00,525,takeaway,380,2010010003,,,,2,REG,3,,29.0,,,-55.0,27.0,,8473542.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,14:11,00:00,506,shot-on-goal,383,2010010003,,,,2,REG,3,,29.0,,,83.0,-16.0,,,backhand,8470760.0,8471715.0,16.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
412,14:20,00:00,506,shot-on-goal,384,2010010003,,,,2,REG,3,,29.0,,,36.0,16.0,,,slap,8470760.0,8471715.0,17.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
294,14:48,00:00,525,takeaway,387,2010010003,,,,2,REG,3,,29.0,,,-47.0,26.0,,8468001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,14:54,00:00,507,missed-shot,388,2010010003,,,,2,REG,3,,29.0,,,58.0,12.0,over-net,,,8468001.0,8471715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,14:59,00:00,506,shot-on-goal,390,2010010003,,,,2,REG,3,,29.0,,,38.0,-19.0,,,snap,8470317.0,8471715.0,18.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
415,15:40,00:00,507,missed-shot,398,2010010003,,,,2,REG,3,,11.0,,,-74.0,-4.0,wide-of-net,,,8471818.0,8470263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,15:50,00:00,503,hit,400,2010010003,,,,2,REG,3,,11.0,,,-45.0,33.0,,,,,,,,9000001.0,8473432.0,,,,,,,,,,,,,,,,,,,,,,,
296,16:31,00:00,516,stoppage,405,2010010003,,,,2,REG,3,,,,,,,icing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,16:31,00:00,502,faceoff,406,2010010003,,,,2,REG,3,,11.0,8466300.0,8470321.0,-67.0,-23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,16:36,00:00,506,shot-on-goal,407,2010010003,,,,2,REG,3,,11.0,,,-35.0,35.0,,,wrist,8472338.0,8470263.0,18.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,
297,16:38,00:00,516,stoppage,408,2010010003,,,,2,REG,3,,,,,,,goalie-stopped-after-sog,,,,,,,,,,,,,,,,,,tv-timeout,,,,,,,,,,,,,
418,16:38,00:00,502,faceoff,411,2010010003,,,,2,REG,3,,11.0,8469685.0,8475788.0,-69.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,16:50,00:00,508,blocked-shot,412,2010010003,,,,2,REG,3,,11.0,,,-68.0,-5.0,,,,8475169.0,,,,,,8475169.0,,,,,,,,,,,,,,,,,,,,,,
420,17:19,00:00,506,shot-on-goal,415,2010010003,,,,2,REG,3,,11.0,,,-69.0,-23.0,,,wrist,8475169.0,8470263.0,18.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
422,17:46,00:00,507,missed-shot,417,2010010003,,,,2,REG,3,,11.0,,,-34.0,21.0,wide-of-net,,,8471223.0,8470263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,18:04,00:00,509,penalty,418,2010010003,,,,2,REG,3,,29.0,,,-60.0,-38.0,,,,,,,,,,,,,,,,,,,,MIN,hooking,2.0,8470760.0,8474049.0,,,,,,,,
298,18:04,00:00,502,faceoff,422,2010010003,,,,2,REG,3,,29.0,8473412.0,8468001.0,-69.0,-22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,18:51,00:00,516,stoppage,425,2010010003,,,,2,REG,3,,,,,,,goalie-stopped-after-sog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,18:51,00:00,502,faceoff,428,2010010003,,,,2,REG,3,,11.0,8471483.0,8475788.0,70.0,-23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,19:20,00:00,503,hit,429,2010010003,,,,2,REG,3,,29.0,,,-93.0,-27.0,,,,,,,,8470317.0,8475169.0,,,,,,,,,,,,,,,,,,,,,,,
427,20:00,00:00,521,period-end,432,2010010003,,,,2,REG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,00:00,00:00,520,period-start,439,2010010003,,,,3,REG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,00:00,00:00,502,faceoff,440,2010010003,,,,3,REG,3,,29.0,8470321.0,8468001.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,00:18,00:00,525,takeaway,443,2010010003,,,,3,REG,3,,29.0,,,-52.0,-36.0,,8473432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,00:30,00:00,507,missed-shot,444,2010010003,,,,3,REG,3,,29.0,,,-65.0,12.0,over-net,,,8474685.0,8471715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,00:44,00:00,516,stoppage,446,2010010003,,,,3,REG,3,,,,,,,icing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,00:44,00:00,502,faceoff,448,2010010003,,,,3,REG,3,,11.0,8471483.0,8470321.0,-70.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,00:45,00:00,507,missed-shot,449,2010010003,,,,3,REG,3,,29.0,,,-70.0,8.0,wide-of-net,,,8471663.0,8471715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,00:54,00:00,507,missed-shot,450,2010010003,,,,3,REG,3,,29.0,,,-69.0,-21.0,wide-of-net,,,8471663.0,8471715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,01:09,00:00,503,hit,451,2010010003,,,,3,REG,3,,11.0,,,-18.0,27.0,,,,,,,,8474146.0,8474698.0,,,,,,,,,,,,,,,,,,,,,,,
456,01:38,00:00,516,stoppage,457,2010010003,,,,3,REG,3,,,,,,,goalie-stopped-after-sog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,01:38,00:00,502,faceoff,460,2010010003,,,,3,REG,3,,29.0,8475169.0,8469685.0,70.0,-23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,01:59,00:00,508,blocked-shot,461,2010010003,,,,3,REG,3,,11.0,,,66.0,7.0,,,,8468493.0,,,,,,8468493.0,,,,,,,,,,,,,,,,,,,,,,
457,02:13,00:00,503,hit,463,2010010003,,,,3,REG,3,,29.0,,,-39.0,-38.0,,,,,,,,8466300.0,8470618.0,,,,,,,,,,,,,,,,,,,,,,,
458,02:25,00:00,503,hit,466,2010010003,,,,3,REG,3,,11.0,,,95.0,-11.0,,,,,,,,8475169.0,8467915.0,,,,,,,,,,,,,,,,,,,,,,,
440,02:55,00:00,507,missed-shot,470,2010010003,,,,3,REG,3,,11.0,,,37.0,27.0,wide-of-net,,,8473417.0,8470263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,03:04,00:00,508,blocked-shot,471,2010010003,,,,3,REG,3,,11.0,,,69.0,10.0,,,,8473459.0,,,,,,8473459.0,,,,,,,,,,,,,,,,,,,,,,
442,04:02,00:00,506,shot-on-goal,477,2010010003,,,,3,REG,3,,29.0,,,-76.0,-20.0,,,wrist,8468001.0,8471715.0,19.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
443,04:04,00:00,508,blocked-shot,478,2010010003,,,,3,REG,3,,29.0,,,-70.0,12.0,,,,8473432.0,,,,,,8473432.0,,,,,,,,,,,,,,,,,,,,,,
459,04:06,00:00,516,stoppage,479,2010010003,,,,3,REG,3,,,,,,,puck-in-netting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,04:06,00:00,502,faceoff,481,2010010003,,,,3,REG,3,,11.0,8468001.0,8473412.0,-69.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,04:29,00:00,505,goal,482,2010010003,,,,3,REG,3,,29.0,,,-75.0,3.0,,,tip-in,,8471715.0,,,,,,8474685.0,1.0,8470317.0,1.0,,,4.0,1.0,,,,,,,,,,,,,,
460,04:29,00:00,502,faceoff,485,2010010003,,,,3,REG,3,,29.0,8470321.0,8469685.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,04:26,00:00,504,giveaway,486,2010010003,,,,3,REG,3,,11.0,,,-96.0,-1.0,,8471715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,05:03,00:00,508,blocked-shot,488,2010010003,,,,3,REG,3,,29.0,,,-69.0,8.0,,,,8467915.0,,,,,,8467915.0,,,,,,,,,,,,,,,,,,,,,,
461,05:15,00:00,503,hit,491,2010010003,,,,3,REG,3,,11.0,,,98.0,-27.0,,,,,,,,8474146.0,8469685.0,,,,,,,,,,,,,,,,,,,,,,,
462,05:53,00:00,503,hit,495,2010010003,,,,3,REG,3,,11.0,,,95.0,15.0,,,,,,,,8475169.0,8471483.0,,,,,,,,,,,,,,,,,,,,,,,
448,05:57,00:00,508,blocked-shot,496,2010010003,,,,3,REG,3,,11.0,,,59.0,11.0,,,,8473459.0,,,,,,8473459.0,,,,,,,,,,,,,,,,,,,,,,
463,06:29,00:00,503,hit,500,2010010003,,,,3,REG,3,,29.0,,,-94.0,25.0,,,,,,,,8466300.0,8471223.0,,,,,,,,,,,,,,,,,,,,,,,
464,06:43,00:00,504,giveaway,502,2010010003,,,,3,REG,3,,11.0,,,-57.0,-33.0,,8471223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,07:27,00:00,506,shot-on-goal,510,2010010003,,,,3,REG,3,,11.0,,,73.0,-3.0,,,wrist,8473412.0,8470263.0,19.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,
450,07:29,00:00,506,shot-on-goal,511,2010010003,,,,3,REG,3,,11.0,,,78.0,28.0,,,wrist,8470741.0,8470263.0,19.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
465,07:30,00:00,509,penalty,512,2010010003,,,,3,REG,3,,29.0,,,72.0,0.0,,,,,,,,,,,,,,,,,,,,MIN,holding,2.0,8467915.0,8473412.0,,,,,,,,
601,07:30,00:00,516,stoppage,514,2010010003,,,,3,REG,3,,,,,,,tv-timeout,,,,,,,,,,,,,,,,,,tv-timeout,,,,,,,,,,,,,
602,07:30,00:00,502,faceoff,516,2010010003,,,,3,REG,3,,29.0,8473412.0,8468001.0,70.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,08:15,00:00,506,shot-on-goal,518,2010010003,,,,3,REG,3,,11.0,,,58.0,24.0,,,slap,8471818.0,8470263.0,19.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,
467,08:56,00:00,516,stoppage,521,2010010003,,,,3,REG,3,,,,,,,offside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,08:56,00:00,502,faceoff,523,2010010003,,,,3,REG,3,,29.0,8475788.0,8469685.0,21.0,-22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,09:52,00:00,508,blocked-shot,527,2010010003,,,,3,REG,3,,29.0,,,-62.0,-16.0,,,,8471663.0,,,,,,8471663.0,,,,,,,,,,,,,,,,,,,,,,
606,10:06,00:00,506,shot-on-goal,529,2010010003,,,,3,REG,3,,11.0,,,37.0,20.0,,,slap,8471848.0,8470263.0,19.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
468,10:05,00:00,503,hit,530,2010010003,,,,3,REG,3,,11.0,,,95.0,29.0,,,,,,,,8474146.0,8474698.0,,,,,,,,,,,,,,,,,,,,,,,
607,10:26,00:00,506,shot-on-goal,532,2010010003,,,,3,REG,3,,29.0,,,-84.0,4.0,,,backhand,8473542.0,8471715.0,20.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
469,10:37,00:00,516,stoppage,534,2010010003,,,,3,REG,3,,,,,,,icing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,10:37,00:00,502,faceoff,536,2010010003,,,,3,REG,3,,11.0,8468001.0,8470321.0,-67.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,11:07,00:00,507,missed-shot,538,2010010003,,,,3,REG,3,,29.0,,,-72.0,4.0,over-net,,,8474685.0,8471715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,11:08,00:00,516,stoppage,539,2010010003,,,,3,REG,3,,,,,,,puck-in-netting,,,,,,,,,,,,,,,,,,tv-timeout,,,,,,,,,,,,,
610,11:08,00:00,502,faceoff,541,2010010003,,,,3,REG,3,,29.0,8473417.0,8471483.0,-18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,11:32,00:00,525,takeaway,542,2010010003,,,,3,REG,3,,11.0,,,-93.0,27.0,,8468493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,11:51,00:00,525,takeaway,543,2010010003,,,,3,REG,3,,11.0,,,-89.0,-24.0,,8472338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,12:03,00:00,516,stoppage,547,2010010003,,,,3,REG,3,,,,,,,offside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,12:03,00:00,502,faceoff,550,2010010003,,,,3,REG,3,,11.0,8469685.0,8473412.0,21.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,12:10,00:00,503,hit,551,2010010003,,,,3,REG,3,,29.0,,,-96.0,-26.0,,,,,,,,8469685.0,9000001.0,,,,,,,,,,,,,,,,,,,,,,,
475,12:23,00:00,516,stoppage,552,2010010003,,,,3,REG,3,,,,,,,goalie-stopped-after-sog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,12:23,00:00,502,faceoff,553,2010010003,,,,3,REG,3,,11.0,8469685.0,8473412.0,68.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,12:27,00:00,508,blocked-shot,554,2010010003,,,,3,REG,3,,11.0,,,57.0,12.0,,,,8473459.0,,,,,,8473459.0,,,,,,,,,,,,,,,,,,,,,,
614,12:55,00:00,508,blocked-shot,555,2010010003,,,,3,REG,3,,11.0,,,66.0,-14.0,,,,8471818.0,,,,,,8471818.0,,,,,,,,,,,,,,,,,,,,,,
615,12:59,00:00,507,missed-shot,556,2010010003,,,,3,REG,3,,11.0,,,34.0,-11.0,wide-of-net,,,9000001.0,8470263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,13:01,00:00,505,goal,557,2010010003,,,,3,REG,3,,11.0,,,80.0,4.0,,,wrist,,8470263.0,,,,,,8471818.0,1.0,8473412.0,1.0,9000001.0,1.0,4.0,2.0,,,,,,,,,,,,,,
476,13:01,00:00,502,faceoff,560,2010010003,,,,3,REG,3,,29.0,8475788.0,8468001.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,13:04,00:00,502,faceoff,561,2010010003,,,,3,REG,3,,29.0,8475788.0,8468001.0,20.0,-23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,14:17,00:00,506,shot-on-goal,564,2010010003,,,,3,REG,3,,29.0,,,-61.0,-26.0,,,snap,8473542.0,8471715.0,21.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
477,14:18,00:00,509,penalty,566,2010010003,,,,3,REG,3,,11.0,,,49.0,3.0,,,,,,,,,,,,,,,,,,,,MIN,tripping,2.0,8474146.0,8474698.0,,,,,,,,
619,14:18,00:00,516,stoppage,569,2010010003,,,,3,REG,3,,,,,,,tv-timeout,,,,,,,,,,,,,,,,,,tv-timeout,,,,,,,,,,,,,
620,14:18,00:00,502,faceoff,571,2010010003,,,,3,REG,3,,29.0,8470321.0,8471483.0,-68.0,-22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,14:37,00:00,503,hit,572,2010010003,,,,3,REG,3,,11.0,,,-30.0,4.0,,,,,,,,8470741.0,8473542.0,,,,,,,,,,,,,,,,,,,,,,,
621,14:39,00:00,507,missed-shot,573,2010010003,,,,3,REG,3,,29.0,,,-35.0,20.0,over-net,,,8470317.0,8471715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,15:08,00:00,508,blocked-shot,574,2010010003,,,,3,REG,3,,29.0,,,-72.0,7.0,,,,8471663.0,,,,,,8471663.0,,,,,,,,,,,,,,,,,,,,,,
623,15:09,00:00,505,goal,575,2010010003,,,,3,REG,3,,29.0,,,-81.0,1.0,,,wrist,,8471715.0,,,,,,8473542.0,1.0,8471663.0,1.0,8470317.0,2.0,5.0,2.0,,,,,,,,,,,,,,
481,15:09,00:00,502,faceoff,579,2010010003,,,,3,REG,3,,29.0,8475788.0,8468001.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,15:13,00:00,509,penalty,580,2010010003,,,,3,REG,3,,29.0,,,36.0,30.0,,,,,,,,,,,,,,,,,,,,MIN,holding,2.0,8467915.0,8475169.0,,,,,,,,
624,15:13,00:00,502,faceoff,583,2010010003,,,,3,REG,3,,11.0,8466300.0,8475788.0,69.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,15:18,00:00,508,blocked-shot,584,2010010003,,,,3,REG,3,,11.0,,,48.0,5.0,,,,8473459.0,,,,,,8473459.0,,,,,,,,,,,,,,,,,,,,,,
626,15:22,00:00,507,missed-shot,585,2010010003,,,,3,REG,3,,11.0,,,39.0,6.0,wide-of-net,,,8473459.0,8470263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,15:35,00:00,506,shot-on-goal,586,2010010003,,,,3,REG,3,,11.0,,,59.0,-6.0,,,wrist,8475169.0,8470263.0,21.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,
628,15:37,00:00,506,shot-on-goal,587,2010010003,,,,3,REG,3,,11.0,,,78.0,0.0,,,tip-in,8470618.0,8470263.0,21.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
485,15:38,00:00,516,stoppage,588,2010010003,,,,3,REG,3,,,,,,,goalie-stopped-after-sog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,15:38,00:00,502,faceoff,591,2010010003,,,,3,REG,3,,29.0,8473412.0,8471483.0,69.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,16:57,00:00,506,shot-on-goal,594,2010010003,,,,3,REG,3,,11.0,,,40.0,-23.0,,,slap,8470741.0,8470263.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,
631,17:30,00:00,508,blocked-shot,600,2010010003,,,,3,REG,3,,29.0,,,-64.0,14.0,,,,8469685.0,,,,,,8469685.0,,,,,,,,,,,,,,,,,,,,,,
486,17:44,00:00,516,stoppage,601,2010010003,,,,3,REG,3,,,,,,,icing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,17:44,00:00,502,faceoff,602,2010010003,,,,3,REG,3,,29.0,8474146.0,8469685.0,69.0,-23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,17:54,00:00,507,missed-shot,603,2010010003,,,,3,REG,3,,29.0,,,-77.0,37.0,wide-of-net,,,8466300.0,8471715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,17:58,00:00,503,hit,605,2010010003,,,,3,REG,3,,29.0,,,6.0,-38.0,,,,,,,,8469685.0,8474146.0,,,,,,,,,,,,,,,,,,,,,,,
488,18:53,00:00,503,hit,609,2010010003,,,,3,REG,3,,29.0,,,-98.0,22.0,,,,,,,,8471663.0,8473459.0,,,,,,,,,,,,,,,,,,,,,,,
